Date,Open,High,Low,Close,Volume,Dividend,Split,Adj_Open,Adj_High,Adj_Low,Adj_Close,Adj_Volume
2019-02-28,82.25,82.72,81.94,82.36,3786580.0,0.0,1.0,82.25,82.72,81.94,82.36,3786580.0
2019-01-31,81.18,81.95,80.71,81.88,8599206.0,0.0,1.0,81.18,81.95,80.71,81.88,8599206.0
2018-12-31,73.98,74.46,73.515,74.14,5519230.0,0.0,1.0,73.98,74.46,73.515,74.14,5519230.0
2018-11-30,74.18,75.48,73.9,75.12,7947487.0,0.22,1.0,74.18,75.48,73.9,75.12,7947487.0
2018-10-31,75.5,76.34,74.92,75.04,8755514.0,0.0,1.0,75.27953278470932,76.11707990443324,74.70122644013804,74.82087602867004,8755514.0
2018-09-30,84.29,85.27,84.25,84.72,7451875.0,0.0,1.0,84.04386514467747,85.02100345102203,84.00398194850014,84.47260950358375,7451875.0
2018-08-31,81.25,82.25,81.25,82.2,5177090.0,0.2,1.0,81.01274223520042,82.00982213963366,81.01274223520042,81.959968144412,5177090.0
2018-07-31,76.44,77.59,76.16,76.91,8265222.0,0.0,1.0,76.03179569124822,77.17565446996271,75.75329094512644,76.49928580080979,8265222.0
2018-06-30,78.76,81.0,78.36,79.68,31423522.0,0.0,1.0,78.33940644482875,80.56744441380306,77.94154252179763,79.25449346780036,31423522.0
2018-05-31,72.0,72.22,71.235,71.8,7856161.0,0.0,1.0,71.41919170989657,71.63741701789904,70.66036279797892,71.22080506625797,7856161.0
2018-04-30,69.58,69.81,68.39,68.39,6484088.0,0.0,1.0,69.0187133218695,69.24685796205388,67.83831279221981,67.83831279221981,6484088.0
2018-03-31,65.7,66.55,65.61,66.44,10748306.0,0.0,1.0,65.17001243528063,66.01315567074468,65.08073844564325,65.90404301674344,10748306.0
2018-02-28,68.1,68.3,67.01,67.03,6091771.0,0.0,1.0,67.34623196781372,67.5440182584681,66.26829668374741,66.28807531281284,6091771.0
2018-01-31,67.5,68.83,67.47,68.22,11036394.0,0.0,1.0,66.75287309585062,68.06815192870219,66.72320515225246,67.46490374220635,11036394.0
2017-12-31,63.21,63.37,62.55,62.55,5222115.0,0.0,1.0,62.51035716131433,62.668586193837825,61.8576624021549,61.8576624021549,5222115.0
2017-11-30,60.26,61.21,60.2,60.42,12551203.0,0.0,1.0,59.39463051472771,60.33098794899574,59.33549215045815,59.552332819446534,12551203.0
2017-10-31,54.75,55.28,54.52,54.99,9794845.0,0.0,1.0,53.963757395973154,54.48614628035426,53.73706033293984,54.20031085305139,9794845.0
2017-09-30,52.59,52.82,51.76,51.85,12188772.0,0.0,1.0,51.83477628226901,52.06147334530232,51.016695576540094,51.10540312294444,12188772.0
2017-08-31,52.6,52.98,52.47,52.81,7728916.0,0.18,1.0,51.844632676313935,52.21917565002114,51.71649955372988,52.051616951257394,7728916.0
2017-07-31,58.71,59.12,58.33,59.05,6225907.0,0.0,1.0,57.67032329134406,58.07306273180481,57.29705259042921,58.00430233953102,6225907.0
2017-06-30,56.6,59.71,56.5,59.0,46537229.0,0.0,1.0,55.597688609948456,58.652614609541025,55.499459478128756,57.95518777362118,46537229.0
2017-05-31,53.02,53.2799,52.71,52.99,8938801.0,0.0,1.0,51.902453918235764,52.156875792497345,51.598988042817936,51.873086252872746,8938801.0
2017-04-30,55.43,55.53,55.14,55.41,6437731.0,0.0,1.0,54.26165636906466,54.35954858694138,53.97776893722218,54.24207792548931,6437731.0
2017-03-31,56.0,56.03,55.645,55.73,5905639.0,0.0,1.0,54.81964201096195,54.84900967632497,54.472124637499604,54.55533302269481,5905639.0
2017-02-28,57.37,57.55,56.855,57.16,7951164.0,0.0,1.0,55.986413243902355,56.162072201265126,55.48383344922552,55.78147779364578,7951164.0
2017-01-31,51.68,52.9,51.63,52.9,12284427.0,0.0,1.0,50.433638425045736,51.624215802726766,50.38484427022274,51.624215802726766,12284427.0
2016-12-31,51.1,51.33,50.7,50.83,7383674.0,0.0,1.0,49.86762622909902,50.09207934128478,49.47727299051507,49.604137793054846,7383674.0
2016-11-30,50.52,50.81,50.07,50.07,8198261.0,0.0,1.0,49.12702637771324,49.40903029001603,48.68943410000202,48.68943410000202,8198261.0
2016-10-31,50.88,51.15,50.0,50.18,17930682.0,0.0,1.0,49.477100199882216,49.739655566508944,48.62136419013582,48.79640110122031,17930682.0
2016-09-30,52.57,53.06,52.28,52.65,12879656.0,0.0,1.0,51.12050230950881,51.59699167857214,50.83849839720602,51.19829649221302,12879656.0
2016-08-31,57.86,58.28,57.185,57.64,7723638.0,0.0,1.0,56.11128075287744,56.518586973344235,55.45668146998439,55.89792987549008,7723638.0
2016-07-31,55.27,55.66,55.208,55.5,6353014.0,0.0,1.0,53.5995590599989,53.977771979003776,53.539432903644276,53.82260770454024,6353014.0
2016-06-30,55.29,55.43,54.6,55.2,17350521.0,0.0,1.0,53.61895459430684,53.75472333446244,52.94980866068283,53.531674689921104,17350521.0
2016-05-31,56.41,56.47,55.17,55.22,14232353.0,0.0,1.0,54.54506032607478,54.60307669940512,53.34605527724776,53.39440225502304,14232353.0
2016-04-30,58.41,59.087,58.1,58.94,8178624.0,0.0,1.0,56.47893943708612,57.133557516163464,56.179188174879364,56.99141740150412,8178624.0
2016-03-31,61.99,62.64,61.31,61.47,8257617.0,0.0,1.0,59.940583045796416,60.5690937568751,59.28306414805256,59.43777447693347,8257617.0
2016-02-29,62.46,62.68,61.58,61.59,7716217.0,0.0,1.0,60.23825075173235,60.45042518601639,59.38955301459619,59.39919730706365,7716217.0
2016-01-31,61.2,62.16,61.2,62.01,10475094.0,0.0,1.0,59.02306990083285,59.94892197770866,59.02306990083285,59.804257590696814,10475094.0
2015-12-31,63.15,63.17,62.5,62.5,6452574.0,0.0,1.0,60.90370693198684,60.92299551692175,60.27682792160218,60.27682792160218,6452574.0
2015-11-30,133.93,134.19,131.64,132.28,4367714.0,0.0,1.0,64.42634470357112,64.5514163799911,63.32475186125662,63.63262060321352,8735428.0
2015-10-31,131.55,131.6184,130.07,131.03,3615414.0,0.0,1.0,63.281457819418954,63.31436129121559,62.56951135364365,63.031314466578976,7230828.0
2015-09-30,120.74,123.12,120.74,122.97,4693230.0,0.0,1.0,58.08136234980344,59.22624923395561,58.08136234980344,59.15409249755947,9386460.0
2015-08-31,111.64,112.49,111.23,111.75,3536250.0,0.0,1.0,53.56854296666317,53.97640091651684,53.37181148496905,53.62132458370306,7072500.0
2015-07-31,115.5,115.94,114.83,115.22,2539325.0,0.0,1.0,55.42069789188101,55.63182436004056,55.09920986081988,55.28634468487039,5078650.0
2015-06-30,108.85,108.88,107.8,108.02,3765554.0,0.0,1.0,52.22980922537877,52.2442042118442,51.72598469908895,51.83154793316872,7531108.0
2015-05-31,102.3,102.38,101.04,101.67,2781140.0,0.0,1.0,49.08690384709461,49.125290477669076,48.482314415546824,48.78460913132072,5562280.0
2015-04-30,99.75,100.51,98.46,98.84,3248480.0,0.0,1.0,47.73268335686964,48.09636094435056,47.11538850443493,47.29722729817539,6496960.0
2015-03-31,100.88,101.84,100.29,100.33,3154617.0,0.0,1.0,48.27341450667679,48.73279672244215,47.991085853237664,48.01022677889455,6309234.0
2015-02-28,96.95,97.405,96.63,97.12,3559328.0,0.0,1.0,46.392818560887335,46.61054659023446,46.239691155632215,46.47416749492912,7118656.0
2015-01-31,93.92,94.36,92.1,92.25,4052859.0,0.0,1.0,44.813521486339404,45.02346558188869,43.945116363840064,44.016688214595504,8105718.0
2014-12-31,96.97,97.61,96.04,96.15,2348728.0,0.0,1.0,46.26881578503335,46.57418901492322,45.82507031034962,45.87755633423694,4697456.0
2014-11-30,98.34,99.76,98.23,99.29,1804745.0,0.0,1.0,46.78735154907899,47.462946822616644,46.735016703945796,47.239334302502066,3609490.0
2014-10-31,94.13,94.14,92.67,92.97,3231800.0,0.0,1.0,44.78435429443569,44.78911200762961,44.089728168122335,44.23245956394015,6463600.0
2014-09-30,88.69,90.29,88.4,89.2,5792008.0,0.0,1.0,42.19615831693935,42.95739242796769,42.05818463431547,42.43880168982963,11584016.0
2014-08-31,78.85,78.94,78.27,78.55,3211500.0,0.0,1.0,37.51456853411509,37.55738795286044,37.238621168867326,37.37183713829728,6423000.0
2014-07-31,78.66,79.02,76.98,77.13,3898400.0,0.0,1.0,37.31056458049571,37.48132231312955,36.513695161537754,36.584844216801855,7796800.0
2014-06-30,77.51,77.73,77.09,77.55,4267900.0,0.0,1.0,36.765088490137586,36.869440437858266,36.5658711353981,36.78406157154134,8535800.0
2014-05-31,76.4,76.93,76.3,76.91,2596200.0,0.0,1.0,36.23858548118322,36.489978809783054,36.191152777673814,36.48049226908117,5192400.0
2014-04-30,72.33,73.0599,72.09,72.95,3086900.0,0.0,1.0,34.20060984553662,34.54573669644574,34.087127938127125,34.493771439677815,6173800.0
2014-03-31,74.0,74.19,73.45,73.86,3178300.0,0.0,1.0,34.990254784594356,35.0800946279602,34.730192080114264,34.92405700527215,6356600.0
2014-02-28,77.9,78.71,77.61,78.3,3437600.0,0.0,1.0,36.83433577999865,37.217337217505694,36.69721180854551,37.02347229234781,6875200.0
2014-01-31,72.99,73.31,72.36,72.85,4326000.0,0.0,1.0,34.40684501396641,34.557690203779664,34.109868546521575,34.34085024342311,8652000.0
2013-12-31,78.77,78.95,78.345,78.64,2053100.0,0.0,1.0,37.13148625496827,37.21633667423823,36.93114498724755,37.07020539660664,4106200.0
2013-11-30,79.58,79.76,79.08,79.14,1737600.0,0.0,1.0,37.39557814555381,37.480162262997894,37.16062226376471,37.188816969579406,3475200.0
2013-10-31,76.04,76.27,75.14,75.76,4092200.0,0.0,1.0,35.73209050248696,35.840170208109946,35.30916991526657,35.60051520868506,8184400.0
2013-09-30,72.3,73.17,72.16,72.64,7398200.0,0.0,1.0,33.97462050670446,34.3834437410175,33.90883285980351,34.134390506321054,14796400.0
2013-08-31,63.71,63.79,62.6,62.82,2925500.0,0.0,1.0,29.938078457567652,29.97567139865391,29.41647639999584,29.519856987983044,5851000.0
2013-07-31,63.12,63.5,62.77,62.92,4230900.0,0.0,1.0,29.563032206354954,29.74100990341476,29.399105380115664,29.469359734218216,8461800.0
2013-06-30,61.94,64.07,60.18,63.68,13401900.0,0.0,1.0,29.01036462074819,30.007976449004467,28.186046865944885,29.825315128337827,26803800.0
2013-05-31,62.2,63.14,61.66,61.66,3730200.0,0.0,1.0,29.132138834525957,29.57239945356863,28.879223159756755,28.879223159756755,7460400.0
2013-04-30,62.73,63.765,62.66,63.6,5047400.0,0.0,1.0,29.28184201494423,29.764971402565262,29.249166597423965,29.68795077555321,10094800.0
2013-03-31,58.96,59.315,58.45,59.01,3806200.0,0.0,1.0,27.52203738563864,27.687748431634258,27.28397362941958,27.54537696958168,7612400.0
2013-02-28,54.26,54.72,54.0,54.46,3356800.0,0.21,1.0,25.328116494992408,25.542840667268422,25.206750658488577,25.42147483076459,6713600.0
2013-01-31,53.62,54.28,53.44,54.05,4571900.0,0.0,1.0,24.933226274475896,25.24012536700022,24.849526521969263,25.133175683241742,9143800.0
2012-12-31,50.83,51.64,50.59,51.6,3403700.0,0.0,1.0,23.635880110623084,24.012528996902937,23.524280440614245,23.99392905190146,6807400.0
2012-11-30,98.46,98.52,96.91,97.48,3167500.0,0.0,1.0,22.794608023125466,22.808498704431457,22.43576542272079,22.567726895127674,12670000.0
2012-10-31,91.05,91.79,90.78,91.38,2282200.0,0.0,1.0,21.079108881836014,21.250427284609863,21.01660081595907,21.155507629018945,9128800.0
2012-09-30,93.06,96.18,92.79,94.91,6838600.0,0.0,1.0,21.544446705586594,22.266762133497945,21.481938639709654,21.97274271252121,27354400.0
2012-08-31,98.07,98.52,96.95,97.36,2032300.0,0.0,1.0,22.70431859463655,22.808498704431457,22.445025876924785,22.5399455325157,8129200.0
2012-07-31,95.04,95.58,93.25,93.35,3267500.0,0.0,1.0,21.922103054672093,22.04666045839182,21.509218327527066,21.53228451340109,13070000.0
2012-06-30,87.84,90.5,85.1,87.78,21584900.0,0.0,1.0,20.26133767174239,20.874898215991415,19.62932417879414,20.247497960217974,86339600.0
2012-05-31,108.5,108.85,106.66,108.18,2699200.0,0.36,1.0,25.026811673315677,25.107543323874758,24.60239385323364,24.952999878518803,10796800.0
2012-04-30,111.0,112.0,111.0,111.87,2388100.0,0.0,1.0,25.518546033863892,25.74844284497978,25.518546033863892,25.71855625953472,9552400.0
2012-03-31,108.38,109.18,107.85,108.44,2318700.0,0.0,1.0,24.916216388740256,25.10013383763297,24.794371078848833,24.93001019740721,9274800.0
2012-02-29,107.51,108.28,106.93,107.92,1772100.0,0.0,1.0,24.634499696414657,24.810935049091054,24.501600339853216,24.728445793294295,7088400.0
2012-01-31,104.57,104.94,103.46,103.99,6187900.0,0.0,1.0,23.960837440741145,24.04561806475448,23.706495568701147,23.827938084179703,24751600.0
2011-12-31,97.39,97.54,96.37,96.37,1652300.0,0.0,1.0,22.315635061239174,22.35000558448782,22.081915503148362,22.081915503148362,6609200.0
2011-11-30,97.08,97.5,94.92,96.18,3373200.0,0.0,1.0,22.160845121656045,22.256720224160123,21.66777316592081,21.955398473433032,13492800.0
2011-10-31,95.76,97.68,95.54,96.35,3057000.0,0.0,1.0,21.859523370928958,22.297809553804726,21.80930307914111,21.994205062541823,12228000.0
2011-09-30,86.98,88.24,85.48,85.51,3489700.0,0.0,1.0,19.85527718048664,20.14290248799886,19.512866100114948,19.519714321722383,13958800.0
2011-08-31,87.04,88.53,86.15,86.65,3489500.0,0.0,1.0,19.798062020853852,20.136976455723705,19.595623197340984,19.709352873471808,13958000.0
2011-07-31,89.81,90.8,89.25,90.15,2476300.0,0.0,1.0,20.428124426618616,20.653309185357646,20.30074718935209,20.505460606387576,9905200.0
2011-06-30,89.22,90.43,89.22,89.98,4428800.0,0.0,1.0,20.29392340878424,20.56914922502084,20.29392340878424,20.466792516503098,17715200.0
2011-05-31,84.84,84.95,83.82,84.45,2219800.0,0.0,1.0,19.22421329281878,19.24913860472602,18.9930876733153,19.135841732420392,8879200.0
2011-04-30,82.26,82.53,81.746,82.32,2211100.0,0.0,1.0,18.639601431721747,18.700781742766782,18.52313224699156,18.65319705639842,8844400.0
2011-03-31,76.49,76.61,75.62,75.7,3274300.0,0.0,1.0,17.33215552531481,17.35934677466816,17.135018967503022,17.15314646707192,13097200.0
2011-02-28,88.29,89.16,87.95,89.03,2588200.0,0.0,1.0,19.937166945996765,20.133625607714023,19.860389997739443,20.104269715733285,10352800.0
2011-01-31,81.52,82.56,81.01,82.48,1920200.0,0.0,1.0,18.408402417461275,18.6432495533072,18.293236995075294,18.62518438901136,7680800.0
2010-12-31,85.4,85.84,85.12,85.42,1449000.0,0.0,1.0,19.28456288580953,19.383921289436653,19.221334810774092,19.28907917688349,5796000.0
2010-11-30,84.5,86.6,84.37,86.13,3291500.0,0.0,1.0,19.014218235017985,19.486760936716653,18.984965591579495,19.381001379669808,13166000.0
2010-10-31,80.94,81.49,80.65,81.44,2012900.0,0.0,1.0,18.213145845471665,18.336907029249886,18.14788994857042,18.325656012542776,8051600.0
2010-09-30,80.01,80.8,79.51,80.14,3373300.0,0.0,1.0,18.003876934719397,18.181642998691753,17.891366767648286,18.033129578157883,13493200.0
2010-08-31,70.01,70.76,69.58,70.0,2985400.0,0.0,1.0,15.69558958578397,15.863732596630106,15.59918759289885,15.693347678972687,11941600.0
2010-07-31,73.01,73.95,72.64,73.64,2175700.0,0.0,1.0,16.368161629168515,16.578900869429003,16.285211077151086,16.509401758279267,8702800.0
2010-06-30,67.94,69.14,67.3,67.55,4637800.0,0.0,1.0,15.231514875848633,15.500543693202452,15.088032839926598,15.144080510208642,18551200.0
2010-05-31,73.62,73.86,71.96,72.38,3889200.0,0.0,1.0,16.444615808729,16.498224988219558,16.0738189839193,16.167635048027776,15556800.0
2010-04-30,77.45,77.88,75.89,75.91,2467400.0,0.0,1.0,17.30012896476584,17.396178744686424,16.951669298077206,16.956136729701416,9869600.0
2010-03-31,73.49,74.1,73.2802,73.5,1979000.0,0.0,1.0,16.415577503171612,16.551834167710116,16.368714145433614,16.41781121898372,7916000.0
2010-02-28,66.23,67.85,66.23,67.6,4908300.0,0.0,1.0,14.735072828701979,15.095495869355716,14.735072828701979,15.039875029748659,19633200.0
2010-01-31,63.64,64.65,63.55,63.75,2600600.0,0.0,1.0,14.15884093037285,14.383549122385368,14.138817428114308,14.183314099799956,10402400.0
2009-12-31,66.21,66.62,66.05,66.07,1586900.0,0.0,1.0,14.730623161533412,14.82184133848899,14.695025824184896,14.699475491353459,6347600.0
2009-11-30,64.8,65.54,64.39,64.89,2315200.0,0.0,1.0,14.356980621544423,14.520933795308975,14.266141700945145,14.37692087240768,9260800.0
2009-10-31,63.35,63.79,62.02,62.18,3668000.0,0.0,1.0,14.035721024303076,14.133206695190104,13.741048428212734,13.776497763080744,14672000.0
2009-09-30,64.01,64.95,64.01,64.7,16793700.0,0.0,1.0,14.18194953063362,14.390214372983184,14.18194953063362,14.334824787251918,67174800.0
2009-08-31,55.92,56.0,55.15,55.39,1838600.0,0.0,1.0,12.332162291203229,12.349804869588356,12.162352474246388,12.215280209401769,7354400.0
2009-07-31,55.67,57.77,55.56,56.64,5449200.0,0.0,1.0,12.27702923374971,12.740146916359274,12.25277068847016,12.490945496669365,21796800.0
2009-06-30,51.86,52.48,51.28,51.78,2925100.0,0.0,1.0,11.436801438158072,11.573531420642801,11.308892744865908,11.419158859772947,11700400.0
2009-05-31,55.26,57.14,54.7,57.05,4142200.0,0.0,1.0,12.133891643251816,12.546698669840913,12.010927848097618,12.526936631333987,16568800.0
2009-04-30,53.54,55.02,52.18,52.47,4831600.0,0.0,1.0,11.75621712956392,12.081192873900017,11.457590769903724,11.521268449537148,19326400.0
2009-03-31,46.74,47.64,45.8,46.89,4476900.0,0.0,1.0,10.263085331262937,10.460705716332185,10.05668181796839,10.296022062107811,17907600.0
2009-02-28,40.23,42.18,40.08,41.53,4684600.0,0.0,1.0,8.77868202615226,9.204196069179774,8.745950176688606,9.06235805483727,18738400.0
2009-01-31,46.295,46.49,44.94,45.25,2667500.0,0.0,1.0,10.10213980613271,10.144691210435461,9.806462099311027,9.874107921535913,10670000.0
2008-12-31,49.81,51.55,49.54,51.0,3772400.0,0.0,1.0,10.869156145231026,11.248845599009421,10.810238816196446,11.128828817642686,15089600.0
2008-11-30,54.0,54.0,51.63,53.25,1872600.0,0.0,1.0,11.727042392785755,11.727042392785755,11.212355532213492,11.564166803997063,7490400.0
2008-10-31,55.18,59.04,55.18,57.63,5266500.0,0.0,1.0,11.983299985813295,12.821566349445758,11.983299985813295,12.51536024252302,21066000.0
2008-09-30,65.93,67.44,64.85,66.9,5341500.0,0.0,1.0,14.317850091784535,14.645772943879098,14.083309243928817,14.528502519951243,21366000.0
2008-08-31,61.18,61.34,60.52,60.61,1661100.0,0.0,1.0,13.235348383297941,13.269961912904474,13.092567573670994,13.112037684074668,6644400.0
2008-07-31,59.75,60.23,57.91,58.68,2718400.0,0.0,1.0,12.925989962439555,13.029830551259153,12.52793437196443,12.694511983195868,10873600.0
2008-06-30,60.46,60.55,59.49,59.61,4946800.0,0.0,1.0,13.079587500068545,13.099057610472219,12.86974297682894,12.895703124033838,19787200.0
2008-05-31,68.72,68.88,67.16,68.37,2603900.0,0.0,1.0,14.817872309929246,14.852372594702073,14.481494533394182,14.742402936988688,10415600.0
2008-04-30,68.23,68.7,66.61,66.8,4187400.0,0.0,1.0,14.712215187812465,14.813559774332644,14.362899804487588,14.403868892655321,16749600.0
2008-03-31,65.75,68.26,65.75,68.0,5780700.0,0.0,1.0,14.177460773833642,14.718683991207369,14.177460773833642,14.662621028451525,23122800.0
2008-02-29,61.31,61.71,59.96,60.2,2951700.0,0.0,1.0,13.169239919365971,13.255158953255162,12.879263179989946,12.930814600323462,11806800.0
2008-01-31,59.33,62.18,59.18,61.33,7427900.0,0.0,1.0,12.743940701614466,13.356113818074963,12.71172106390602,13.173535871060428,29711600.0
2007-12-31,64.01,64.79,64.01,64.24,1842100.0,0.0,1.0,13.74919339811802,13.916735514201946,13.74919339811802,13.798596842604303,7368400.0
2007-11-30,65.68,66.19,64.99,65.65,2701600.0,0.0,1.0,14.058471814424728,14.167634735030033,13.910780804194015,14.052050466153826,10806400.0
2007-10-31,65.57,66.57,65.29,66.26,2941100.0,0.0,1.0,14.034926870764757,14.248971813128104,13.974994286903021,14.182617880995469,11764400.0
2007-09-30,58.08,58.89,58.01,58.66,3188200.0,0.0,1.0,12.431730252463277,12.60510665577759,12.416747106497843,12.55587631903402,12752800.0
2007-08-31,56.27,56.79,55.6,56.34,3088700.0,0.0,1.0,12.004509011317987,12.115444584196702,11.861572792416563,12.019442646128583,12354800.0
2007-07-31,56.06,57.64,56.06,56.45,4875600.0,0.0,1.0,11.959708106886197,12.296781578325373,11.959708106886197,12.042909786545234,19502400.0
2007-06-30,58.3,58.92,57.5,58.29,2917400.0,0.0,1.0,12.437584420825281,12.569853757719136,12.26691430870418,12.435451044423768,11669600.0
2007-05-31,55.97,57.12,55.77,56.75,5293900.0,0.0,1.0,11.89981519043283,12.144317378551424,11.857293070760033,12.065651457156747,21175600.0
2007-04-30,54.25,55.0,53.82,53.86,2560600.0,0.0,1.0,11.534124961246759,11.693582910019755,11.44270240395024,11.4512068278848,10242400.0
2007-03-31,105.2,106.69,104.76,106.26,1558100.0,0.0,1.0,11.183317473946166,11.341712369727341,11.136543142306087,11.296001091079084,12464800.0
2007-02-28,104.75,105.11,103.29,104.47,2234000.0,0.0,1.0,11.096229564087569,11.134364577386581,10.941570899041576,11.066568998188338,17872000.0
2007-01-31,97.75,99.25,97.5,98.81,2152100.0,0.0,1.0,10.354715416606776,10.513611305352661,10.328232768482463,10.467001844653868,17216800.0
2006-12-31,99.19,99.9,98.8,99.03,833200.0,0.0,1.0,10.507255469802825,10.582466190475879,10.465942538728896,10.490306575003265,6665600.0
2006-11-30,96.87,99.3,96.54,98.95,2139600.0,0.0,1.0,10.2228762764804,10.479318821663092,10.188050745653122,10.442382652603857,17116800.0
2006-10-31,91.8,92.1,91.09,91.88,1155800.0,0.0,1.0,9.687829484679476,9.71948905815882,9.612901827445027,9.6962720376073,9246400.0
2006-09-30,88.5,88.5,87.56,87.62,1422400.0,0.0,1.0,9.339574176406684,9.339574176406684,9.240374179504737,9.246706094200606,11379200.0
2006-08-31,79.8,80.95,79.77,80.76,1883700.0,0.0,1.0,8.389176478396827,8.510073131907559,8.386022652653068,8.49009890219709,15069600.0
2006-07-31,79.62,80.25,78.59,79.0,1772600.0,0.0,1.0,8.370253523934279,8.436483864553201,8.261972173398581,8.305074458563276,14180800.0
2006-06-30,81.1,81.91,80.91,81.0,1291400.0,0.0,1.0,8.52584226062635,8.61099555570782,8.505868030915881,8.515329508147156,10331200.0
